RES_FLOOR,LAND_SF,GROSS_AREA,LIVING_AREA,LAND_VALUE
2.0,1168.0,1752.0,1176.0,0
,6000.0,,,189200
2.0,10000.0,5637.0,3758.0,286500
2.0,5000.0,,,0
2.0,1729.0,1729.0,1174.0,0
3.0,1729.0,1729.0,1729.0,0
2.0,5000.0,4239.0,2770.0,270200
2.0,1660.0,1804.0,1040.0,182600
4.0,3340.0,14058.0,11302.0,367400
2.0,5000.0,2504.0,1600.0,247200
,6143.0,,,74800
3.0,5000.0,2993.0,2019.0,246000
2.0,5000.0,3212.0,2134.0,269900
,5000.0,2500.0,2500.0,93500
,6000.0,5964.0,5964.0,193800
,1200.0,,,34308
,8100.0,10799.0,10799.0,231578
1.0,3087.0,4332.0,2490.0,249100
,763.0,,,15000
3.0,2091.0,5469.0,3834.0,223100
3.0,1820.0,5013.0,3408.0,209700
2.0,3811.0,,,0
1.0,1285.0,1285.0,1285.0,0
1.0,1277.0,1277.0,1277.0,0
3.0,2536.0,6094.0,4008.0,238600
2.5,2895.0,5222.0,3288.0,229400
3.0,3178.0,5373.0,3540.0,262500
3.0,2411.0,4736.0,3552.0,235100
2.5,2257.0,5191.0,3333.3,207900
2.0,4395.0,3195.0,2564.0,271600
2.0,3333.0,,,0
2.0,5605.0,2751.0,1777.8,299200
2.0,2700.0,4295.0,2395.4,216500
2.0,7300.0,6912.0,4214.0,272000
1.0,936.0,936.0,936.0,0
3.0,4942.0,5092.0,3504.0,295100
,55000.0,61332.0,41388.0,4801200
3.0,4458.0,3924.0,2907.0,286800
2.0,3100.0,3124.0,1822.4,202200
2.5,7500.0,5578.0,3700.4,285400
2.0,10000.0,3218.0,1974.0,306900
2.0,2500.0,3540.0,2179.2,199500
2.0,2500.0,2790.0,1848.0,199300
2.0,2500.0,2904.0,1936.0,199100
2.0,2500.0,3258.0,1980.0,198700
3.0,2500.0,4743.0,3285.0,217300
3.0,2500.0,4620.0,,0
1.0,962.0,962.0,962.0,0
1.0,982.0,982.0,982.0,0
2.5,5000.0,4341.0,2764.2,261300
4.0,3333.0,,,0
,1250.0,,,23400
,945.0,,,10100
2.0,908.0,908.0,908.0,0
1.0,908.0,908.0,908.0,0
1.0,930.0,930.0,930.0,0
,6199.0,,,74900
2.0,1815.0,1815.0,1815.0,0
1.0,1329.0,1329.0,1329.0,0
3.0,3334.0,5055.0,3420.0,246300
2.0,7760.0,4177.0,2204.0,261200
3.0,5125.0,5700.0,5700.0,779700
3.0,2246.0,4223.0,2901.0,209800
3.0,2254.0,4137.0,2901.0,209600
3.0,2583.0,4466.0,3150.0,219900
3.0,2583.0,4320.0,2970.0,219700
3.0,2584.0,4406.0,3030.0,219700
3.0,2583.0,4386.0,2970.0,219700
3.0,2500.0,12900.0,12900.0,251300
3.0,2583.0,4326.0,2970.0,219900
,1250.0,,,23400
3.0,2584.0,4566.0,2970.0,220000
2.0,2500.0,3490.0,2140.0,198500
3.0,2500.0,4188.0,3141.0,217800
2.0,2500.0,2914.0,1820.0,198700
2.0,2500.0,2269.0,1496.0,181100
2.0,2500.0,2364.0,1518.0,181200
2.0,2500.0,2210.0,1408.0,199300
2.0,2500.0,2244.0,1496.0,199700
2.0,2500.0,2276.0,1496.0,200100
2.0,2500.0,2863.0,1894.0,200500
3.0,2500.0,4854.0,3330.0,110300
3.0,2500.0,,,0
1.0,841.0,841.0,841.0,0
1.0,886.0,886.0,886.0,0
1.0,1075.0,1075.0,1075.0,0
2.0,2500.0,2938.0,1894.0,202500
3.0,2500.0,4436.0,3012.0,224700
3.0,2500.0,4454.0,2994.0,225700
2.0,2715.0,3277.0,1950.0,213200
2.0,2599.0,3219.0,1950.0,210700
2.0,2580.0,3243.0,1950.0,149897
2.0,2589.0,3387.0,2097.0,212200
2.0,2592.0,3244.0,2097.0,213100
2.0,2592.0,3219.0,2097.0,213900
2.0,2600.0,3273.0,2097.0,215500
2.0,2561.0,3273.0,2097.0,216100
2.0,2295.0,2930.0,1860.0,208500
2.0,1993.0,3402.0,2334.0,203200
2.0,1991.0,3987.0,2370.0,202100
,1273.0,,,24800
,9722.0,5796.0,5796.0,280500
3.0,2400.0,5676.0,3825.0,216900
1.0,2400.0,2755.0,1364.0,189100
2.0,4080.0,4791.0,2682.0,280500
2.5,6637.0,4668.0,2693.3,232600
3.0,6424.0,6114.0,4140.0,326900
,1655.0,,,31400
1.5,3598.0,2339.0,1345.0,221600
3.0,6500.0,6261.0,4045.0,325600
3.0,5715.0,5479.0,3711.0,321200
2.5,6354.0,3971.0,2593.5,294900
,6255.0,,,75600
2.0,6939.0,5287.0,2880.0,236600
3.0,2500.0,6384.0,3561.0,226600
3.0,2500.0,4844.0,3627.0,226800
3.0,1618.0,4277.0,2877.0,194800
3.0,1382.0,4192.0,3236.0,183000
3.0,5000.0,,,0
2.0,2000.0,2534.0,1598.0,194600
2.0,5000.0,3618.0,2418.0,270200
2.0,5000.0,3271.0,1962.0,268600
,26560.0,,,484400
3.0,3877.0,5638.0,3918.0,266000
3.0,4585.0,5206.0,3993.0,282700
,7009.0,,,177100
2.0,4213.0,2131.0,1344.0,248000
2.0,2500.0,2735.0,1754.0,198800
,2500.0,,,45800
1.5,2500.0,2441.0,2004.25,180800
2.5,7500.0,3636.0,2191.4,280100
1.5,5000.0,2200.0,1140.0,239300
,1500.0,2480.0,2480.0,53000
2.0,3000.0,2198.0,1405.6,193900
2.5,2000.0,3530.0,2123.2,171600
2.0,2500.0,2354.0,1644.8,181600
2.0,2500.0,2544.0,1632.0,181400
2.0,5000.0,3408.0,2236.0,261800
2.0,2500.0,1262.0,1232.0,180600
1.0,1296.0,1296.0,1296.0,0
1.0,948.0,948.0,948.0,0
3.0,2500.0,6992.0,5244.0,323700
1.0,1378.0,1378.0,1378.0,0
1.0,953.0,953.0,953.0,0
1.0,1114.0,1114.0,1114.0,0
1.5,2500.0,2164.0,840.8,180000
1.5,2500.0,2709.0,1762.5,180100
2.0,5000.0,3194.0,2991.3,238900
2.5,13516.0,8020.0,4898.0,423200
1.5,5100.0,1764.0,1062.1,243400
3.0,4490.0,,,0
,7205.0,,,180600
1.0,769.0,769.0,769.0,0
1.0,873.0,873.0,873.0,0
1.0,905.0,905.0,905.0,0
3.0,4080.0,4488.0,2970.0,271100
2.0,3830.0,3460.0,2638.0,241500
1.5,3580.0,3214.0,1289.7,215800
2.0,3930.0,3346.0,2028.0,245600
3.0,2468.0,,,0
2.0,3570.0,2148.0,1338.0,217300
2.0,4200.0,3278.0,2305.6,254200
1.5,5930.0,2502.0,1809.85,322500
1.5,1870.0,1852.0,1020.0,171600
,7401.0,,,183200
2.0,1680.0,2930.0,2456.7,176400
,1260.0,,,23700
3.0,3000.0,5565.0,3834.0,240000
2.0,3801.0,4194.0,2490.0,245300
,2499.0,2696.0,2696.0,143500
1.0,3700.0,3106.0,1525.0,244400
,2952.0,6236.0,4689.0,163000
2.0,2500.0,3584.0,1907.2,206700
2.0,2500.0,1828.0,1098.0,188100
2.0,2500.0,2866.0,1764.0,206900
2.0,2500.0,3605.0,1917.0,188500
2.0,5000.0,4092.0,2640.0,273300
1.0,5000.0,2465.0,2081.9,248800
2.0,5000.0,1976.0,1238.0,248700
2.0,2500.0,2637.0,1618.0,206600
2.5,2500.0,4872.0,3112.0,226300
2.0,5000.0,6072.0,4048.0,243900
,3652.0,,,70300
3.0,1825.0,4050.0,2790.0,203300
3.0,2025.0,6459.0,4926.0,457000
1.5,1260.0,1869.0,1033.6,147800
3.0,3500.0,5682.0,3798.0,203349
3.0,4000.0,41776.0,28724.0,232398
3.0,5000.0,4998.0,3456.0,295800
,2500.0,,,47500
2.0,2500.0,1514.0,1514.0,204700
,2500.0,,,51700
1.5,2500.0,2596.0,1406.0,185900
2.0,5000.0,4132.0,2544.0,269400
1.5,2500.0,1841.0,1010.6,185800
1.5,5000.0,2299.0,1187.5,245300
,1890.0,,,230992
3.0,2500.0,3588.0,2331.0,223500
,7500.0,,,93100
1.5,2500.0,1708.0,1059.6,185800
2.0,1838.0,3624.0,2416.0,184100
2.0,2222.0,1542.0,1326.0,89900
3.0,1762.0,2340.0,1300.0,192300
,1762.0,,,33700
3.0,6763.0,28645.0,28645.0,436658
,2500.0,,,161414
,2500.0,,,161414
2.0,2500.0,3312.0,2232.0,206300
2.0,2500.0,3312.0,2232.0,206400
2.0,2500.0,2958.0,2012.0,237300
2.0,2375.0,3552.0,2232.0,223700
2.0,2299.0,2796.0,1768.0,201100
,919.0,919.0,919.0,0
2.0,2394.0,2730.0,1805.0,204600
2.0,1600.0,2726.0,1836.0,177100
2.0,1589.0,2766.0,1836.0,176800
2.0,1329.0,2724.0,1816.0,166900
,945.0,,,10100
2.0,1056.0,2430.0,1600.0,166000
,921.0,921.0,921.0,0
2.0,785.0,1665.0,1090.0,125000
,1445.0,,,27500
,403.0,,,7700
,385.0,,,7300
,611.0,,,4600
,659.0,,,4900
,1298.0,,,83806
,1558.0,,,100593
,1882.0,,,121513
3.0,2236.0,4608.0,2994.0,218200
3.0,2538.0,4454.0,2994.0,227600
2.0,4993.0,3924.0,2400.0,272300
3.0,2212.0,4341.0,2893.0,219300
,15000.0,22146.0,22146.0,990900
,18750.0,,,371200
3.0,1226.0,4020.0,2612.0,185000
,921.0,921.0,921.0,0
3.0,1173.0,4020.0,2612.0,182100
1.5,1326.0,2060.0,1013.2,158100
,1175.0,,,23100
3.0,1600.0,4254.0,2889.0,201300
,17446.0,,,445100
2.0,2500.0,6221.0,3391.0,236000
3.0,1625.0,4896.0,3684.0,202400
2.0,1250.0,2145.0,1610.75,155100
2.0,1250.0,2421.0,1993.45,169800
2.0,1250.0,2386.0,1850.4,169400
3.0,2500.0,4520.0,3066.0,234200
,2492.0,5200.0,5200.0,121700
2.0,2500.0,3171.0,1953.0,209800
2.0,2500.0,3369.0,1921.8,191200
2.0,2500.0,3125.0,1902.0,210400
2.0,2500.0,4522.0,2257.0,211200
3.0,2125.0,4184.0,2787.0,224400
2.0,2500.0,2142.0,1341.0,192900
3.0,2500.0,2802.0,1806.0,193100
3.0,2500.0,4160.0,2736.0,232100
2.0,2250.0,4118.0,2403.6,223500
2.5,2532.0,3521.0,2456.8,213000
2.0,1588.0,1588.0,1588.0,0
1.0,1067.0,1067.0,1067.0,0
3.0,2060.0,,,0
2.5,2500.0,3658.0,2459.2,211300
1.5,1250.0,1388.0,920.0,152400
