zipcode,total_living_area,neighborhood,Year
120-10,1114.0,,2009
144-32,646.0,,2009
12-101,1266.0,,2009
36R-4,615.0,,2009
075-5,726.0,,2009
108-1,1892.0,,2009
0014G,4833.0,,2009
228-1B,2916.0,,2009
00059,448.0,,2009
13-2A,0.0,,2009
002-3,15834.0,,2009
317-17,610.0,,2009
003-J,2394.0,,2009
228-2D,2439.0,,2009
141-33,415.0,,2009
0019A,8156.0,,2009
C-110,0.0,,2009
0040B,1623.0,,2009
PS-151,0.0,,2009
319-3,345.0,,2009
0009E,7777.0,,2009
142-14,488.0,,2009
0024H,2447.0,,2009
319-18,485.0,,2009
1633-3,404.0,,2009
43-18,509.0,,2009
PS-45,0.0,,2009
45-B1,600.0,,2009
00398,927.0,,2009
B-24-2,780.0,,2009
025-E,1961.0,,2009
01409,3088.0,,2009
206-3B,2944.0,,2009
00C-7,6283.0,,2009
1645-2,329.0,,2009
1258-6,546.0,,2009
3-301,697.0,,2009
00446,1452.0,,2009
029-9,686.0,,2009
384-A,600.0,,2009
08-22,1018.0,,2009
00096,5667.0,,2009
PH1802,3512.0,,2009
1269-7,427.0,,2009
0N-86,0.0,,2009
23-110,1289.0,,2009
65-21,1069.0,,2009
0041A,4183.0,,2009
0A2-2,470.0,,2009
01-1A,360.0,,2009
047-3,4244.0,,2009
022-A,2514.0,,2009
118-17,564.0,,2009
096-1,3631.0,,2009
038-H,884.0,,2009
0F303,1152.0,,2009
111-9,635.0,,2009
011-P,2860.0,,2009
31A-A,508.0,,2009
483-94,320.0,,2009
32-02,329.0,,2009
200-14,0.0,,2009
050-9,790.0,,2009
116-18,613.0,,2009
0029F,1633.0,,2009
16P-6,542.0,,2009
006-7,3474.0,,2009
B-493,0.0,,2009
008OD,919.0,,2009
00218,14099.0,,2009
00337,3578.0,,2009
0F103,1152.0,,2009
RETAIL1,0.0,,2009
0/5/6,1310.0,,2009
25-303,720.0,,2009
384-4,1125.0,,2009
0G-52,0.0,,2009
69-18,1052.0,,2009
7-302,674.0,,2009
19J-8,871.0,,2009
PM209,1230.0,,2009
071-2,1189.0,,2009
36F-1,365.0,,2009
PS-144,0.0,,2009
483-76,475.0,,2009
161-1,1053.0,,2009
PS-154,0.0,,2009
203-8,0.0,,2009
PH215,2483.0,,2009
144-11,646.0,,2009
04-43,714.0,,2009
T-307,883.0,,2009
20-72,1266.0,,2009
110-6,1345.0,,2009
70-3B,440.0,,2009
35-15,347.0,,2009
B-106,1839.0,,2009
C1-405,994.0,,2009
00368,976.0,,2009
0A2-1,470.0,,2009
00717,6456.0,,2009
00058,670.0,,2009
W-37-4,575.0,,2009
1872-1,530.0,,2009
B-603,1257.0,,2009
1641-9,407.0,,2009
317-8,556.0,,2009
00031,536.0,,2009
056-3,1976.0,,2009
PS-194,0.0,,2009
08 ES,2759.0,,2009
150-1,1051.0,,2009
PS-189,0.0,,2009
080-6,1152.0,,2009
C2-102,1107.0,,2009
000D5,495.0,,2009
8-403,682.0,,2009
038-G,1210.0,,2009
038-D,752.0,,2009
022-9,550.0,,2009
22-16,275.0,,2009
0BSMT,943.0,,2009
009-8,1049.0,,2009
386-6,1125.0,,2009
1870-9,700.0,,2009
045-5,1320.0,,2009
354-18,660.0,,2009
B-20-1,780.0,,2009
1474-2,1534.0,,2009
23-115,1351.0,,2009
0B-1E,815.0,,2009
026-1,9417.0,,2009
1466-2,1383.0,,2009
11-6A,585.0,,2009
UN1200,2412.0,,2009
00014,905.0,,2009
324-5,485.0,,2009
89-10,415.0,,2009
26-10,923.0,,2009
008-2,4489.0,,2009
0G-27,0.0,,2009
1641-1,628.0,,2009
377-1,641.0,,2009
C-130,0.0,,2009
005-H,3395.0,,2009
0006B,30467.0,,2009
032-7,1447.0,,2009
313-10,556.0,,2009
185-6,345.0,,2009
00N-1,0.0,,2009
C2-406,1051.0,,2009
24-10,1940.0,,2009
B-42-5,780.0,,2009
00V-1,1050.0,,2009
5 WCOR,894.0,,2009
0A-31,881.0,,2009
231-3,903.0,,2009
2-220,1962.0,,2009
1665-4,484.0,,2009
W-24-4,575.0,,2009
01604,2188.0,,2009
11C-8,1147.0,,2009
000A3,6744.0,,2009
59-09,767.0,,2009
106-1B,710.0,,2009
00561,620.0,,2009
00174,580.0,,2009
121-4,1443.0,,2009
I-401,2279.0,,2009
D-516,1151.0,,2009
024-9,734.0,,2009
16-88,1266.0,,2009
000GG,0.0,,2009
55-03,860.0,,2009
0030B,5374.0,,2009
0G-14,0.0,,2009
C-306,1876.0,,2009
125-39,576.0,,2009
049-4,1927.0,,2009
144-38,646.0,,2009
11-2F,404.0,,2009
01118,1695.0,,2009
008-B,7059.0,,2009
01006,7746.0,,2009
006-H,4552.0,,2009
023-N,770.0,,2009
056-2,1876.0,,2009
095-4,1691.0,,2009
166-3,1620.0,,2009
04A-8,833.0,,2009
120-16,386.0,,2009
7-154,1266.0,,2009
001/2,5048.0,,2009
00L-E,0.0,,2009
09F-6,542.0,,2009
00016,135930.0,,2009
031-8,885.0,,2009
F-402,1460.0,,2009
052-1,2462.0,,2009
0407W,1496.0,,2009
05J-8,871.0,,2009
00093,4902.0,,2009
29-14,568.0,,2009
00726,1683.0,,2009
0027C,9171.0,,2009
0O-18,0.0,,2009
00034,63062.0,,2009
36-48,890.0,,2009
0D-2A,0.0,,2009
161-2,1049.0,,2009
07O-6,742.0,,2009
55-01,718.0,,2009
J-402,1504.0,,2009
24-124,1535.0,,2009
0B-2B,938.0,,2009
000BR,1277.0,,2009
009-F,5714.0,,2009
317-5,306.0,,2009
004-T,591.0,,2009
1718-8,772.0,,2009
0085E,898.0,,2009
0PH15,1110.0,,2009
00CS3,0.0,,2009
57F-3,606.0,,2009
313-6,700.0,,2009
02-41,535.0,,2009
00818,2485.0,,2009
00082,2927.0,,2009
PH226,2097.0,,2009
005-3,14550.0,,2009
019-T,675.0,,2009
3-203,452.0,,2009
0103E,2979.0,,2009
014-H,2676.0,,2009
100-1,4256.0,,2009
11-5A,680.0,,2009
115-2,740.0,,2009
144-4,825.0,,2009
1572-7,306.0,,2009
C-301,1818.0,,2009
0021D,5061.0,,2009
117-2,823.0,,2009
00906,701.0,,2009
145-4,1630.0,,2009
0032H,2482.0,,2009
00843,738.0,,2009
0018B,9887.0,,2009
0A-32,803.0,,2009
0PH04,3346.0,,2009
08A-6,802.0,,2009
003BD,942.0,,2009
003-R,6415.0,,2009
185-15,730.0,,2009
29-301,803.0,,2009
00116,10746.0,,2009
015-J,2396.0,,2009
019-1,8427.0,,2009
138-1,735.0,,2009
07-15,1015.0,,2009
0LNDY,0.0,,2009
286-A,514.0,,2009
989-1,1091.0,,2009
3 PS 3,3545.0,,2009
00644,1000.0,,2009
084-3,1762.0,,2009
00230,8702.0,,2009
00C-6,5629.0,,2009
30-35,478.0,,2009
00205,1004.0,,2009
000BA,0.0,,2009
027-J,590.0,,2009
023-E,1967.0,,2009
314-3,2030.0,,2009
16A-8,833.0,,2009
36-A/B,2392.0,,2009
0120H,847.0,,2009
02-24,631.0,,2009
18B-8,833.0,,2009
65-01,914.0,,2009
1868-4,620.0,,2009
00224,6035.0,,2009
247-41,527.0,,2009
233-1,1718.0,,2009
05-23,510.0,,2009
0B-1C,767.0,,2009
031-9,733.0,,2009
03A-6,802.0,,2009
1868-2,510.0,,2009
1625-6,482.0,,2009
126-3,670.0,,2009
142-5,684.0,,2009
022-M,590.0,,2009
52-24,407.0,,2009
00189,555.0,,2009
D-310,1870.0,,2009
01203,10815.0,,2009
0007G,7309.0,,2009
1641-7,353.0,,2009
324-4,600.0,,2009
1874-8,510.0,,2009
008-9,2002.0,,2009
024-M,590.0,,2009
122-18,537.0,,2009
154-2,1058.0,,2009
033-C,1230.0,,2009
17N-6,1205.0,,2009
025-3,5600.0,,2009
19-75,1535.0,,2009
005-E,6477.0,,2009
J-802,1850.0,,2009
09010,929.0,,2009
NR-3A,0.0,,2009
04-26,1028.0,,2009
1-220,1589.0,,2009
097-6,1558.0,,2009
009-C,9031.0,,2009
185-10,697.0,,2009
1680-3,1353.0,,2009
80A-4,545.0,,2009
215-2,1052.0,,2009
144-1,1468.0,,2009
0G-41,0.0,,2009
4-301,726.0,,2009
C2-309,1179.0,,2009
17B-8,833.0,,2009
06O-6,742.0,,2009
PS-79,0.0,,2009
017-G,3069.0,,2009
106-1,1468.0,,2009
00405,60430.0,,2009
C1-406,1051.0,,2009
118-9,389.0,,2009
8-203,986.0,,2009
11-11,2612.0,,2009
010-R,2617.0,,2009
1576-5,429.0,,2009
790-6,520.0,,2009
364-22,526.0,,2009
265-E,1546.0,,2009
PS-209,0.0,,2009
021-M,590.0,,2009
8-302,285.0,,2009
144-36,684.0,,2009
14M-6,1182.0,,2009
0037C,4566.0,,2009
3-102,725.0,,2009
18E-8,1119.0,,2009
00A-6,8584.0,,2009
210-2A,2633.0,,2009
170-2,1052.0,,2009
018-3,11873.0,,2009
56-G3,815.0,,2009
854-1,1121.0,,2009
229-5,695.0,,2009
01202,12381.0,,2009
00G-7,547.0,,2009
6-305,574.0,,2009
RETAIL2,0.0,,2009
115 &,0.0,,2009
00415,18534.0,,2009
00825,617.0,,2009
204-1,1056.0,,2009
1W COR,511.0,,2009
1576-1,375.0,,2009
74-21,995.0,,2009
166-1,1434.0,,2009
PS-127,0.0,,2009
15C-6,742.0,,2009
2003-6,590.0,,2009
011-E,8501.0,,2009
D-207,2831.0,,2009
01807,829.0,,2009
W-32-3,775.0,,2009
25-304,727.0,,2009
00903,719.0,,2009
018-C,4390.0,,2009
011 &,310.0,,2009
22J-8,871.0,,2009
2-102,710.0,,2009
33-35,1374.0,,2009
004-M,2979.0,,2009
06-43,619.0,,2009
125-32,574.0,,2009
1683-1,605.0,,2009
301-4,1119.0,,2009
0091A,1185.0,,2009
111-11,740.0,,2009
1625-3,349.0,,2009
402-1,1185.0,,2009
78-16,674.0,,2009
01O4F,746.0,,2009
11-12A,431.0,,2009
211-32,730.0,,2009
024-N,770.0,,2009
6-405,577.0,,2009
A-305,1708.0,,2009
055-B,0.0,,2009
0490B,1560.0,,2009
026-6,3050.0,,2009
27-2A,542.0,,2009
1738-5,760.0,,2009
016-4,3302.0,,2009
790-29,740.0,,2009
338-B,570.0,,2009
01804,2190.0,,2009
034-G,972.0,,2009
R-123,0.0,,2009
0087E,898.0,,2009
0122F,866.0,,2009
01515,4022.0,,2009
05-21,670.0,,2009
70-9B,440.0,,2009
00431,4160.0,,2009
1657-B,1195.0,,2009
247-01,464.0,,2009
194-1,2560.0,,2009
0227B,1954.0,,2009
002-1,14845.0,,2009
PENT HOUSE,4864.0,,2009
354-24,660.0,,2009
00704,1019.0,,2009
E-302,1478.0,,2009
352-15,580.0,,2009
00407,47303.0,,2009
1468-3,1334.0,,2009
007-1,12356.0,,2009
8-129,1366.0,,2009
0107E,2466.0,,2009
00215,20547.0,,2009
11-20,480.0,,2009
0027P,3743.0,,2009
1629-2,670.0,,2009
007-3,9141.0,,2009
422-1,411.0,,2009
10R-6,802.0,,2009
00739,0.0,,2009
00079,2801.0,,2009
09004,1246.0,,2009
178-5,810.0,,2009
020-4,2301.0,,2009
040-9,825.0,,2009
055-2,2698.0,,2009
0F209,802.0,,2009
123 &,0.0,,2009
142-22,646.0,,2009
000B2,10811.0,,2009
35-14,1076.0,,2009
08F-8,806.0,,2009
00724,2231.0,,2009
1868-7,620.0,,2009
"401,403",2838.0,,2009
0005C,31387.0,,2009
097-1,1389.0,,2009
00051,52305.0,,2009
1258-3,546.0,,2009
78-12,674.0,,2009
6-491,866.0,,2009
246-1B,1324.0,,2009
0G-33,0.0,,2009
0310B,0.0,,2009
04-32,626.0,,2009
00535,2031.0,,2009
1870-A,1300.0,,2009
16G-6,536.0,,2009
0003Q,856.0,,2009
141-3,3070.0,,2009
0035C,6080.0,,2009
70-32,425.0,,2009
0PH03,3347.0,,2009
280-14,690.0,,2009
C-116,0.0,,2009
1758-5,835.0,,2009
B-22-4,780.0,,2009
16A-6,802.0,,2009
596-4,624.0,,2009
016-T,675.0,,2009
00044,48990.0,,2009
019-G,1801.0,,2009
11-17,1348.0,,2009
065-4,5932.0,,2009
1254-6,560.0,,2009
08-13,604.0,,2009
360-19,504.0,,2009
00812,984.0,,2009
021-B,4645.0,,2009
65-27,338.0,,2009
051-7,1218.0,,2009
F-301,1472.0,,2009
1625-8,350.0,,2009
36-1A,1350.0,,2009
034-D,752.0,,2009
009-D,5997.0,,2009
238-3,1472.0,,2009
00308,50374.0,,2009
141-2B,965.0,,2009
352-12,280.0,,2009
D-215,1402.0,,2009
PS-84,0.0,,2009
01310,2315.0,,2009
48-25,884.0,,2009
59-07,553.0,,2009
077-5,509.0,,2009
00505,53281.0,,2009
008-7,2636.0,,2009
05M-6,1182.0,,2009
0A-15,699.0,,2009
011-2,9873.0,,2009
004-G,7035.0,,2009
07B-6,536.0,,2009
196A2,1030.0,,2009
0020E,4130.0,,2009
1653-3,1400.0,,2009
29-306,785.0,,2009
0F305,729.0,,2009
8-134,1282.0,,2009
001OA,730.0,,2009
125-16,443.0,,2009
043-7,1589.0,,2009
09C-6,742.0,,2009
05-31,1290.0,,2009
02B-2,776.0,,2009
483-85,635.0,,2009
5A-7O&,4035.0,,2009
0115G,566.0,,2009
00PH7,5279.0,,2009
B-46-4,780.0,,2009
0103F,898.0,,2009
247-44,391.0,,2009
27R-5,605.0,,2009
009-A,9992.0,,2009
012-B,9740.0,,2009
073-1,1082.0,,2009
A-301,3865.0,,2009
8-404,686.0,,2009
00610,706.0,,2009
073-6,951.0,,2009
1625-9,486.0,,2009
102-S,0.0,,2009
66-66,609.0,,2009
1714-6,769.0,,2009
0U-3A,0.0,,2009
B-38-1,780.0,,2009
15-22,730.0,,2009
114-10,360.0,,2009
00122,4962.0,,2009
0F105,729.0,,2009
437-12,963.0,,2009
0N-44,0.0,,2009
COM.B,0.0,,2009
070-A,260.0,,2009
068-1,2361.0,,2009
232-1A,2614.0,,2009
29-102,791.0,,2009
0NM51,1285.0,,2009
0F-49,0.0,,2009
05-22,540.0,,2009
1746-5,765.0,,2009
0110B,3436.0,,2009
25-205,785.0,,2009
00145,3510.0,,2009
144-16,684.0,,2009
029-C,1226.0,,2009
W-37-2,575.0,,2009
324-8,570.0,,2009
104-C,0.0,,2009
0059B,1216.0,,2009
200-3,530.0,,2009
1722-6,767.0,,2009
T-203,883.0,,2009
00C1B,0.0,,2009
131-43,497.0,,2009
0PH1F,2179.0,,2009
H-102,1836.0,,2009
020-H,1483.0,,2009
W-34-2,775.0,,2009
IV-10,1380.0,,2009
62-56,707.0,,2009
121-7,740.0,,2009
00126,4245.0,,2009
B-102,3082.0,,2009
B-70-2,780.0,,2009
249-1,1585.0,,2009
155-1,614.0,,2009
018-7,814.0,,2009
246-9,582.0,,2009
40-12,650.0,,2009
56-15,1185.0,,2009
7-163,1266.0,,2009
608-S,0.0,,2009
109-1,1317.0,,2009
97-10,1134.0,,2009
0C-18,0.0,,2009
00502,71104.0,,2009
VII-2,1380.0,,2009
00334,3415.0,,2009
000F2,0.0,,2009
0303W,2353.0,,2009
00068,5922.0,,2009
00232,3559.0,,2009
0N-52,0.0,,2009
018-6,2596.0,,2009
319-15,523.0,,2009
0I-10,1050.0,,2009
03-13,1290.0,,2009
122-14,537.0,,2009
239-32,690.0,,2009
01608,706.0,,2009
W-36-4,775.0,,2009
011-U,740.0,,2009
0C-1A,0.0,,2009
058-3,2240.0,,2009
0004I,668.0,,2009
01408,2741.0,,2009
099-9,1862.0,,2009
397-B,0.0,,2009
31A-3,536.0,,2009
009-4,3787.0,,2009
0003W,2432.0,,2009
I-602,1521.0,,2009
0855A,0.0,,2009
13-102,1266.0,,2009
03G-8,589.0,,2009
225-21,730.0,,2009
0124G,852.0,,2009
0001O,1630.0,,2009
0012C,4795.0,,2009
B-34-2,780.0,,2009
24-126,1483.0,,2009
00062,416.0,,2009
0043B,3077.0,,2009
00711,980.0,,2009
317-4,556.0,,2009
003-6,2768.0,,2009
128-4,825.0,,2009
2-A &,677.0,,2009
050-7,620.0,,2009
030-H,1613.0,,2009
0032G,2463.0,,2009
00814,3176.0,,2009
74-35,425.0,,2009
015-7,1499.0,,2009
076-A,591.0,,2009
1653-6,1400.0,,2009
9-201,952.0,,2009
29012A,685.0,,2009
1714-3,763.0,,2009
089-9,550.0,,2009
00C-3,8072.0,,2009
1762-4,635.0,,2009
140-15,488.0,,2009
00025,281.0,,2009
0L-10,0.0,,2009
1870-3,610.0,,2009
4-202,529.0,,2009
317-14,556.0,,2009
275-1,792.0,,2009
103-2,1471.0,,2009
018-9,814.0,,2009
178-15,655.0,,2009
1762-9,750.0,,2009
171-8,1347.0,,2009
334-10,675.0,,2009
0N-89,0.0,,2009
0CH-4,775.0,,2009
4 NCOR,651.0,,2009
B-42-3,780.0,,2009
00067,482.0,,2009
232-1C,2567.0,,2009
035 &,0.0,,2009
06E-6,1179.0,,2009
05D-6,1205.0,,2009
787-2,1065.0,,2009
1682-1,1265.0,,2009
249-4,760.0,,2009
21-1A,506.0,,2009
0GAR.,735.0,,2009
0G-30,0.0,,2009
W-26-3,770.0,,2009
0034G,1257.0,,2009
037-F,1632.0,,2009
069-5,2394.0,,2009
00N27,0.0,,2009
01112,2633.0,,2009
27-3A,542.0,,2009
290-41,685.0,,2009
157-4,1056.0,,2009
PG-COM,0.0,,2009
015-9,1903.0,,2009
00PH4,7873.0,,2009
D-405,3384.0,,2009
07A-6,802.0,,2009
T130F,879.0,,2009
005-B,21950.0,,2009
0122E,784.0,,2009
COM-1,0.0,,2009
000B1,9137.0,,2009
800-4,492.0,,2009
11-95,1064.0,,2009
142-24,488.0,,2009
69-17,719.0,,2009
036-7,1540.0,,2009
62-46,707.0,,2009
00449,620.0,,2009
010-9,1529.0,,2009
III-8,1380.0,,2009
00CS2,0.0,,2009
5-302,517.0,,2009
203-9,0.0,,2009
27-2D,410.0,,2009
43-14,323.0,,2009
02F-6,542.0,,2009
W-44-2,775.0,,2009
360-15,717.0,,2009
1-403,1002.0,,2009
E-203,1266.0,,2009
07J-6,802.0,,2009
382-6,1125.0,,2009
A-103,1357.0,,2009
024-K,605.0,,2009
049-2,1282.0,,2009
B-40-3,625.0,,2009
PS-61,0.0,,2009
144-14,488.0,,2009
PS-55,0.0,,2009
00810,706.0,,2009
00606,32155.0,,2009
B-109,1541.0,,2009
01705,1013.0,,2009
071-5,820.0,,2009
0105W,2055.0,,2009
352-2,758.0,,2009
0F501,866.0,,2009
C-118,0.0,,2009
336-4,670.0,,2009
0O-20,0.0,,2009
483-91,765.0,,2009
00732,1619.0,,2009
1872-8,620.0,,2009
095-5,1697.0,,2009
2-222,1795.0,,2009
035-A,1301.0,,2009
007-9,1954.0,,2009
10F-8,806.0,,2009
D-604,3233.0,,2009
05H-8,1413.0,,2009
0001A,63895.0,,2009
144-35,684.0,,2009
11A-8,833.0,,2009
0011B,17318.0,,2009
1714-8,769.0,,2009
483-82,670.0,,2009
379-1,644.0,,2009
155-10,600.0,,2009
00X-1,1380.0,,2009
0001W,1875.0,,2009
1 NCOR,1256.0,,2009
010-H,3281.0,,2009
590-5,720.0,,2009
050-3,3244.0,,2009
2B-72,1019.0,,2009
00194,2755.0,,2009
00033,75759.0,,2009
068-2,2392.0,,2009
0B-4E,860.0,,2009
126-A,729.0,,2009
00V-5,1050.0,,2009
1726-4,774.0,,2009
060-6,2478.0,,2009
189-1,517.0,,2009
PH 2A,4421.0,,2009
789-3,1896.0,,2009
W-36-3,775.0,,2009
22-55,1607.0,,2009
0R-1A,750.0,,2009
07F-6,542.0,,2009
128-3,1526.0,,2009
03C-6,742.0,,2009
01012,4925.0,,2009
12B-8,833.0,,2009
48-24,430.0,,2009
1165-5,1750.0,,2009
0G-77,0.0,,2009
07N-6,1205.0,,2009
217-2,1009.0,,2009
00212,29826.0,,2009
5-502,526.0,,2009
0126A,787.0,,2009
15-27,660.0,,2009
66-22,833.0,,2009
PM309,1618.0,,2009
427-2,685.0,,2009
1653-5,1400.0,,2009
14O-6,742.0,,2009
04-34,699.0,,2009
0117G,580.0,,2009
015-G,3074.0,,2009
239-43,690.0,,2009
24-128,1607.0,,2009
A-101,4683.0,,2009
PH222,2082.0,,2009
012-K,1879.0,,2009
08B-8,833.0,,2009
PS-73,0.0,,2009
1722-7,761.0,,2009
69-10,1293.0,,2009
0G-99,0.0,,2009
137-33,830.0,,2009
1165-3,695.0,,2009
01O1F,730.0,,2009
301-3,1112.0,,2009
1871-7,867.0,,2009
360-22,520.0,,2009
101-N,0.0,,2009
022-S,735.0,,2009
0N-15,0.0,,2009
021-F,2400.0,,2009
35-21,347.0,,2009
D-312,1058.0,,2009
46A-2,1131.0,,2009
17A-8,833.0,,2009
00T-3,805.0,,2009
122-20,575.0,,2009
58-G2,560.0,,2009
790-25,604.0,,2009
201-4,0.0,,2009
PM208,832.0,,2009
PS-198,0.0,,2009
B-18-2,780.0,,2009
05A &,730.0,,2009
118-29,344.0,,2009
324-11,570.0,,2009
309-16,700.0,,2009
099-2,2943.0,,2009
0010B,18116.0,,2009
225-42,730.0,,2009
T130E,802.0,,2009
0001K,702.0,,2009
030-2,10150.0,,2009
015-3,10436.0,,2009
09N-6,1205.0,,2009
1880-9,520.0,,2009
62-61,819.0,,2009
249-43,393.0,,2009
052-3,1170.0,,2009
0G-19,0.0,,2009
993-1,1137.0,,2009
1734-7,773.0,,2009
2001-1,500.0,,2009
1754-5,819.0,,2009
PS-234,0.0,,2009
PS-157,0.0,,2009
00L-3,0.0,,2009
1754-A,584.0,,2009
211-42,730.0,,2009
020-5,1252.0,,2009
0N-75,0.0,,2009
C2-209,1179.0,,2009
145-1A,320.0,,2009
LB OFC,0.0,,2009
13-1A,0.0,,2009
74-25,425.0,,2009
0N-63,0.0,,2009
B101-8,0.0,,2009
00615,9673.0,,2009
852-2,1218.0,,2009
2003-4,550.0,,2009
48-42,801.0,,2009
311-10,556.0,,2009
C1-408,1175.0,,2009
50-10,830.0,,2009
0011F,4108.0,,2009
00W-4,1730.0,,2009
317-16,556.0,,2009
1742-2,760.0,,2009
096-9,661.0,,2009
590-6,720.0,,2009
D-501,3013.0,,2009
131-27,575.0,,2009
00M-1,3480.0,,2009
00028,39681.0,,2009
0004N,2834.0,,2009
3-493,872.0,,2009
0128D,851.0,,2009
00#1B,637.0,,2009
66-63,602.0,,2009
11-3L,658.0,,2009
131-9,575.0,,2009
00404,71297.0,,2009
1173-2,1424.0,,2009
17-5A,440.0,,2009
1742-6,760.0,,2009
24F-8,806.0,,2009
06P-6,542.0,,2009
PS-167,0.0,,2009
T-207,883.0,,2009
00L-B,261.0,,2009
14H-6,802.0,,2009
030-5,880.0,,2009
10-15 PS11,734.0,,2009
A-406,2684.0,,2009
129-3,2032.0,,2009
097-5,999.0,,2009
00B-C,1846.0,,2009
08G-8,589.0,,2009
021-T,675.0,,2009
00712,12822.0,,2009
0036G,2471.0,,2009
315-15,306.0,,2009
151-2,824.0,,2009
148-1,1609.0,,2009
102N-6,0.0,,2009
B-66-5,780.0,,2009
249-52,749.0,,2009
078-9,826.0,,2009
10J-8,871.0,,2009
0U-6A,0.0,,2009
0PH1C,2707.0,,2009
116-8,1719.0,,2009
35-11,555.0,,2009
0N-54,0.0,,2009
1754-2,673.0,,2009
043-6,2412.0,,2009
03J-8,871.0,,2009
168-2,1502.0,,2009
242-3,1001.0,,2009
00206,763.0,,2009
W-19-3,575.0,,2009
00021,635.0,,2009
010-L,2202.0,,2009
9-306,531.0,,2009
0011E,9547.0,,2009
0031E,4801.0,,2009
W-28-3,575.0,,2009
0G-24,0.0,,2009
00305,1010.0,,2009
00083,6415.0,,2009
015-P,2434.0,,2009
115-5,635.0,,2009
058-6,1210.0,,2009
125-6,1314.0,,2009
439-11,583.0,,2009
66-55,564.0,,2009
0B-5B,1290.0,,2009
00112,21887.0,,2009
1621-B,1145.0,,2009
J-602,1490.0,,2009
00547,0.0,,2009
D-318,1199.0,,2009
0026F,2776.0,,2009
00X-3,1050.0,,2009
0022G,2188.0,,2009
00G-5,1467.0,,2009
09D-6,1205.0,,2009
PH218,2091.0,,2009
PS-26,0.0,,2009
462-A,624.0,,2009
W-27-6,775.0,,2009
082-2,1037.0,,2009
800-34,660.0,,2009
00104,59288.0,,2009
142-34,488.0,,2009
B-16-3,625.0,,2009
D-308,1879.0,,2009
185-7,461.0,,2009
0039D,746.0,,2009
59-08,582.0,,2009
W-22-6,775.0,,2009
386-8,1125.0,,2009
010-2,12385.0,,2009
30-2B,670.0,,2009
040-C,1227.0,,2009
01504,5665.0,,2009
165-4,1056.0,,2009
1868-A,1370.0,,2009
073-4,982.0,,2009
T-104,883.0,,2009
003-1,13826.0,,2009
00132,3250.0,,2009
483-56,475.0,,2009
00806,11602.0,,2009
1874-5,580.0,,2009
00F-9,845.0,,2009
181-3,1056.0,,2009
1254-4,690.0,,2009
241-G,1482.0,,2009
1-493,796.0,,2009
03-20,1809.0,,2009
23J-8,871.0,,2009
00159,580.0,,2009
009-U,740.0,,2009
354-10 PS8,555.0,,2009
141-32,680.0,,2009
0G-95,0.0,,2009
290-14,685.0,,2009
00D-9,1613.0,,2009
1762-3,640.0,,2009
1669-2,300.0,,2009
122-16,575.0,,2009
01302,4241.0,,2009
1568-1,451.0,,2009
030-G,2693.0,,2009
0A-33,0.0,,2009
118-B,913.0,,2009
1874-2,530.0,,2009
0PH3C,4663.0,,2009
0020G,2469.0,,2009
324-6,485.0,,2009
1730-5,620.0,,2009
800-8,730.0,,2009
D-103,1273.0,,2009
00078,3121.0,,2009
145-31,390.0,,2009
354-7,660.0,,2009
2A-72,1612.0,,2009
06-44,631.0,,2009
148-4,885.0,,2009
029-A,762.0,,2009
W-29-6,775.0,,2009
74-16,425.0,,2009
311-16,556.0,,2009
H-301,1518.0,,2009
0016D,2659.0,,2009
004-S,508.0,,2009
B-10-5,780.0,,2009
319-14,526.0,,2009
046-8,944.0,,2009
48-21,766.0,,2009
62-12,478.0,,2009
11H-6,802.0,,2009
0A-14,550.0,,2009
033-A,760.0,,2009
21-3C,619.0,,2009
2003-1,640.0,,2009
00302,102479.0,,2009
3-201,674.0,,2009
00204,86891.0,,2009
022-1,7923.0,,2009
959-2,931.0,,2009
105-1 PS 1,832.0,,2009
116-1,2126.0,,2009
058-2,2250.0,,2009
142-38,646.0,,2009
0F612,2039.0,,2009
0TH-6,4153.0,,2009
0021E,5713.0,,2009
W-42-5,575.0,,2009
0001J,1675.0,,2009
B-606,1280.0,,2009
0004M,2049.0,,2009
59-05,767.0,,2009
3-303,482.0,,2009
049-5,1708.0,,2009
10PS 1,680.0,,2009
00E-8,1655.0,,2009
00149,2638.0,,2009
462-C,671.0,,2009
309-3,306.0,,2009
089-5,295.0,,2009
B-70-5,780.0,,2009
0B-32,770.0,,2009
0PH12,4300.0,,2009
02N-6,1205.0,,2009
00331,6074.0,,2009
2 & 2A,962.0,,2009
C1-404,1210.0,,2009
453-2,1127.0,,2009
00I-4,1380.0,,2009
1999-6,507.0,,2009
06-22,538.0,,2009
122-8,575.0,,2009
0011R,1433.0,,2009
035-E,865.0,,2009
62-45,648.0,,2009
1868-9,750.0,,2009
07D-8,871.0,,2009
315-5,306.0,,2009
0030G,2469.0,,2009
00057,13611.0,,2009
W-35-6,770.0,,2009
352-19,550.0,,2009
07P-6,542.0,,2009
96-2A,613.0,,2009
96-10,674.0,,2009
W-17-4,775.0,,2009
0019F,2514.0,,2009
171-13,1243.0,,2009
214-2,1777.0,,2009
125-9,1166.0,,2009
364-17,520.0,,2009
00N-3,0.0,,2009
000R6,892.0,,2009
1665-9,480.0,,2009
STORE2,0.0,,2009
101-1,852.0,,2009
116-17,399.0,,2009
00123,3708.0,,2009
091-1,2250.0,,2009
10C-8,1147.0,,2009
