zipcode,total_living_area,neighborhood
05D-6,1205.0,
787-2,1065.0,
1682-1,1265.0,
249-4,760.0,
21-1A,506.0,
0GAR.,735.0,
0G-30,0.0,
W-26-3,770.0,
0034G,1257.0,
037-F,1632.0,
069-5,2394.0,
00N27,0.0,
01112,2633.0,
27-3A,542.0,
290-41,685.0,
157-4,1056.0,
PG-COM,0.0,
015-9,1903.0,
00PH4,7873.0,
D-405,3384.0,
07A-6,802.0,
T130F,879.0,
005-B,21950.0,
0122E,784.0,
COM-1,0.0,
000B1,9137.0,
800-4,492.0,
11-95,1064.0,
142-24,488.0,
69-17,719.0,
036-7,1540.0,
62-46,707.0,
00449,620.0,
010-9,1529.0,
III-8,1380.0,
00CS2,0.0,
5-302,517.0,
203-9,0.0,
27-2D,410.0,
43-14,323.0,
02F-6,542.0,
W-44-2,775.0,
360-15,717.0,
1-403,1002.0,
E-203,1266.0,
07J-6,802.0,
382-6,1125.0,
A-103,1357.0,
024-K,605.0,
049-2,1282.0,
B-40-3,625.0,
PS-61,0.0,
144-14,488.0,
PS-55,0.0,
00810,706.0,
00606,32155.0,
B-109,1541.0,
01705,1013.0,
071-5,820.0,
0105W,2055.0,
352-2,758.0,
0F501,866.0,
C-118,0.0,
336-4,670.0,
0O-20,0.0,
483-91,765.0,
00732,1619.0,
1872-8,620.0,
095-5,1697.0,
2-222,1795.0,
035-A,1301.0,
007-9,1954.0,
10F-8,806.0,
D-604,3233.0,
05H-8,1413.0,
0001A,63895.0,
144-35,684.0,
11A-8,833.0,
0011B,17318.0,
1714-8,769.0,
483-82,670.0,
379-1,644.0,
155-10,600.0,
00X-1,1380.0,
0001W,1875.0,
1 NCOR,1256.0,
010-H,3281.0,
590-5,720.0,
050-3,3244.0,
2B-72,1019.0,
00194,2755.0,
00033,75759.0,
068-2,2392.0,
0B-4E,860.0,
126-A,729.0,
00V-5,1050.0,
1726-4,774.0,
060-6,2478.0,
189-1,517.0,
PH 2A,4421.0,
789-3,1896.0,
W-36-3,775.0,
22-55,1607.0,
0R-1A,750.0,
07F-6,542.0,
128-3,1526.0,
03C-6,742.0,
01012,4925.0,
12B-8,833.0,
48-24,430.0,
1165-5,1750.0,
0G-77,0.0,
07N-6,1205.0,
217-2,1009.0,
00212,29826.0,
5-502,526.0,
0126A,787.0,
15-27,660.0,
66-22,833.0,
PM309,1618.0,
427-2,685.0,
1653-5,1400.0,
14O-6,742.0,
04-34,699.0,
0117G,580.0,
015-G,3074.0,
239-43,690.0,
24-128,1607.0,
A-101,4683.0,
PH222,2082.0,
012-K,1879.0,
08B-8,833.0,
PS-73,0.0,
1722-7,761.0,
69-10,1293.0,
0G-99,0.0,
137-33,830.0,
1165-3,695.0,
01O1F,730.0,
301-3,1112.0,
1871-7,867.0,
360-22,520.0,
101-N,0.0,
022-S,735.0,
0N-15,0.0,
021-F,2400.0,
35-21,347.0,
D-312,1058.0,
46A-2,1131.0,
17A-8,833.0,
00T-3,805.0,
122-20,575.0,
58-G2,560.0,
790-25,604.0,
201-4,0.0,
PM208,832.0,
PS-198,0.0,
B-18-2,780.0,
05A &,730.0,
118-29,344.0,
324-11,570.0,
309-16,700.0,
099-2,2943.0,
0010B,18116.0,
225-42,730.0,
T130E,802.0,
0001K,702.0,
030-2,10150.0,
015-3,10436.0,
09N-6,1205.0,
1880-9,520.0,
62-61,819.0,
249-43,393.0,
052-3,1170.0,
0G-19,0.0,
993-1,1137.0,
1734-7,773.0,
2001-1,500.0,
1754-5,819.0,
PS-234,0.0,
PS-157,0.0,
00L-3,0.0,
1754-A,584.0,
211-42,730.0,
020-5,1252.0,
0N-75,0.0,
C2-209,1179.0,
145-1A,320.0,
LB OFC,0.0,
13-1A,0.0,
74-25,425.0,
0N-63,0.0,
B101-8,0.0,
00615,9673.0,
852-2,1218.0,
2003-4,550.0,
48-42,801.0,
311-10,556.0,
C1-408,1175.0,
50-10,830.0,
0011F,4108.0,
00W-4,1730.0,
317-16,556.0,
1742-2,760.0,
096-9,661.0,
590-6,720.0,
D-501,3013.0,
131-27,575.0,
00M-1,3480.0,
00028,39681.0,
0004N,2834.0,
3-493,872.0,
0128D,851.0,
00#1B,637.0,
66-63,602.0,
11-3L,658.0,
131-9,575.0,
00404,71297.0,
1173-2,1424.0,
17-5A,440.0,
1742-6,760.0,
24F-8,806.0,
06P-6,542.0,
PS-167,0.0,
T-207,883.0,
00L-B,261.0,
14H-6,802.0,
030-5,880.0,
10-15 PS11,734.0,
A-406,2684.0,
129-3,2032.0,
097-5,999.0,
00B-C,1846.0,
08G-8,589.0,
021-T,675.0,
00712,12822.0,
0036G,2471.0,
315-15,306.0,
151-2,824.0,
148-1,1609.0,
102N-6,0.0,
B-66-5,780.0,
249-52,749.0,
078-9,826.0,
10J-8,871.0,
0U-6A,0.0,
0PH1C,2707.0,
116-8,1719.0,
35-11,555.0,
0N-54,0.0,
1754-2,673.0,
043-6,2412.0,
03J-8,871.0,
168-2,1502.0,
242-3,1001.0,
00206,763.0,
W-19-3,575.0,
00021,635.0,
010-L,2202.0,
9-306,531.0,
0011E,9547.0,
0031E,4801.0,
W-28-3,575.0,
0G-24,0.0,
00305,1010.0,
00083,6415.0,
015-P,2434.0,
115-5,635.0,
058-6,1210.0,
125-6,1314.0,
439-11,583.0,
66-55,564.0,
0B-5B,1290.0,
00112,21887.0,
1621-B,1145.0,
J-602,1490.0,
00547,0.0,
D-318,1199.0,
0026F,2776.0,
00X-3,1050.0,
0022G,2188.0,
00G-5,1467.0,
09D-6,1205.0,
PH218,2091.0,
PS-26,0.0,
462-A,624.0,
W-27-6,775.0,
082-2,1037.0,
800-34,660.0,
00104,59288.0,
142-34,488.0,
B-16-3,625.0,
D-308,1879.0,
185-7,461.0,
0039D,746.0,
59-08,582.0,
W-22-6,775.0,
386-8,1125.0,
010-2,12385.0,
30-2B,670.0,
040-C,1227.0,
01504,5665.0,
165-4,1056.0,
1868-A,1370.0,
073-4,982.0,
T-104,883.0,
003-1,13826.0,
00132,3250.0,
483-56,475.0,
00806,11602.0,
1874-5,580.0,
00F-9,845.0,
181-3,1056.0,
1254-4,690.0,
241-G,1482.0,
1-493,796.0,
03-20,1809.0,
23J-8,871.0,
00159,580.0,
009-U,740.0,
354-10 PS8,555.0,
141-32,680.0,
0G-95,0.0,
290-14,685.0,
00D-9,1613.0,
1762-3,640.0,
1669-2,300.0,
122-16,575.0,
01302,4241.0,
1568-1,451.0,
030-G,2693.0,
0A-33,0.0,
118-B,913.0,
1874-2,530.0,
0PH3C,4663.0,
0020G,2469.0,
324-6,485.0,
1730-5,620.0,
800-8,730.0,
D-103,1273.0,
00078,3121.0,
145-31,390.0,
354-7,660.0,
2A-72,1612.0,
06-44,631.0,
148-4,885.0,
029-A,762.0,
W-29-6,775.0,
74-16,425.0,
311-16,556.0,
H-301,1518.0,
0016D,2659.0,
004-S,508.0,
B-10-5,780.0,
319-14,526.0,
046-8,944.0,
48-21,766.0,
62-12,478.0,
11H-6,802.0,
0A-14,550.0,
033-A,760.0,
21-3C,619.0,
2003-1,640.0,
00302,102479.0,
3-201,674.0,
00204,86891.0,
022-1,7923.0,
959-2,931.0,
105-1 PS 1,832.0,
116-1,2126.0,
058-2,2250.0,
142-38,646.0,
0F612,2039.0,
0TH-6,4153.0,
0021E,5713.0,
W-42-5,575.0,
0001J,1675.0,
B-606,1280.0,
0004M,2049.0,
59-05,767.0,
3-303,482.0,
049-5,1708.0,
10PS 1,680.0,
00E-8,1655.0,
00149,2638.0,
462-C,671.0,
309-3,306.0,
089-5,295.0,
B-70-5,780.0,
0B-32,770.0,
0PH12,4300.0,
02N-6,1205.0,
00331,6074.0,
2 & 2A,962.0,
C1-404,1210.0,
453-2,1127.0,
00I-4,1380.0,
1999-6,507.0,
06-22,538.0,
122-8,575.0,
0011R,1433.0,
035-E,865.0,
62-45,648.0,
1868-9,750.0,
07D-8,871.0,
315-5,306.0,
0030G,2469.0,
00057,13611.0,
W-35-6,770.0,
352-19,550.0,
07P-6,542.0,
96-2A,613.0,
96-10,674.0,
W-17-4,775.0,
0019F,2514.0,
171-13,1243.0,
214-2,1777.0,
125-9,1166.0,
364-17,520.0,
00N-3,0.0,
000R6,892.0,
1665-9,480.0,
STORE2,0.0,
101-1,852.0,
116-17,399.0,
00123,3708.0,
091-1,2250.0,
10C-8,1147.0,
D-104,3281.0,
PS-69,0.0,
1880-3,515.0,
0A-82,1804.0,
00G-A,2644.0,
189-18,480.0,
003-N,3189.0,
026-F,2428.0,
08-44,877.0,
B-64-2,780.0,
251-C,1656.0,
122-9,392.0,
011-N,4249.0,
00223,9266.0,
57R-2,302.0,
338-A,390.0,
B-48-6,780.0,
013-F,2181.0,
65-24,921.0,
1564-4,556.0,
7-202,281.0,
00S-4,0.0,
STE 1,0.0,
1706-2,950.0,
1999-3,620.0,
D-311,1878.0,
0009C,5765.0,
08-15,2602.0,
08010,1594.0,
12D-8,871.0,
65-B2,470.0,
00X-2,1050.0,
B-505,766.0,
C1-301,1117.0,
071-A,610.0,
B-70-1,420.0,
23E-8,1119.0,
24-02,1130.0,
70A-B1,660.0,
1564-2,618.0,
592-8,720.0,
032-9,734.0,
STUDIO,324.0,
00069,5840.0,
4-401,727.0,
00429,4466.0,
027-C,1962.0,
12G-8,589.0,
48-31,766.0,
00036,545.0,
0068D,2344.0,
0005K,1983.0,
247-35,567.0,
095-2,1871.0,
006-D,7301.0,
003-L,2197.0,
141-1,2618.0,
000C3,1337.0,
008-8,2642.0,
313-11,700.0,
036-F,1638.0,
178-9,810.0,
23-116,1351.0,
118-18,582.0,
003-2,13160.0,
6-101,343.0,
116-13,954.0,
00063,23337.0,
311-B1,218.0,
39-15,510.0,
0107',1086.0,
33-41,738.0,
69-14,659.0,
00312,984.0,
04-16,1083.0,
01414,973.0,
0F409,802.0,
173-4,827.0,
010-1,11238.0,
214-D,4614.0,
66-32,833.0,
125-29,335.0,
1255-3,968.0,
4-104,565.0,
069-7,892.0,
00411,28694.0,
A-004,1227.0,
B-26-3,625.0,
18F-8,806.0,
024-5,1648.0,
00101,88806.0,
039-H,881.0,
00F-6,552.0,
0F505,729.0,
0203A,402.0,
120-1,2112.0,
044-2,1816.0,
59-03,553.0,
12G-6,536.0,
GARDEN,5025.0,
0012G,5752.0,
135 &,0.0,
033-H,880.0,
076-1,1982.0,
0C-33,885.0,
C-304,3561.0,
7-159,1266.0,
D-615,1377.0,
14B-6,536.0,
PS-63,0.0,
0013C,1124.0,
145-47,445.0,
D-108,2893.0,
103-4,824.0,
427-5,826.0,
027-H,1482.0,
002-M,3120.0,
W-36-2,775.0,
955-3,1193.0,
1560-6,700.0,
C2-401,1056.0,
012-2,7583.0,
18K-8,1147.0,
C1-108,1094.0,
D-402,3368.0,
1680-4,1353.0,
311-6,700.0,
78-15,625.0,
0O-26,0.0,
249-35,386.0,
0120D,782.0,
0306W,1908.0,
05F-6,542.0,
0G-36,0.0,
0001S,1757.0,
301-6,526.0,
21-37,1417.0,
0205E,3175.0,
0G-25,0.0,
00530,1887.0,
04-15,1906.0,
132-3,1057.0,
0122B,868.0,
00920,883.0,
D-617,1176.0,
E-502,1480.0,
116-B,1000.0,
00403,77069.0,
402/403,2755.0,
378-2,950.0,
140-3,2600.0,
C2-108,1094.0,
D-407,1485.0,
6-224,1795.0,
00196,2226.0,
27R-4,605.0,
02B-1,650.0,
24-120,1535.0,
00N37,0.0,
00113,9875.0,
01610,2507.0,
48-37,416.0,
481-43,730.0,
1267-6,691.0,
052-4,1193.0,
290-31,685.0,
246-1A,891.0,
1870-1,580.0,
97-12,645.0,
019-C,2534.0,
0036E,4109.0,
02F-3,765.0,
002-J,2610.0,
219-1,822.0,
1762-6,640.0,
0TH-3,4113.0,
800-0,774.0,
70-12B,440.0,
118-11,582.0,
213 &,0.0,
125-5,1187.0,
001-4,7603.0,
01506,701.0,
021-4,4120.0,
125-20,335.0,
238-4,1500.0,
0304W,3018.0,
1A-72,2326.0,
0G-73,0.0,
0G-17,0.0,
C-100,1804.0,
0165E,928.0,
008-R,3901.0,
360-20,504.0,
000P1,0.0,
0I-15,1380.0,
103-8,0.0,
00G-9,621.0,
025-C,1961.0,
005/6,1842.0,
C1-208,1095.0,
0220B,4629.0,
003-D,12153.0,
62-21,819.0,
0021B,9197.0,
D-602,3646.0,
0G-80,0.0,
301-11,1112.0,
0021F,2772.0,
06C-6,742.0,
04-19,1299.0,
009-M,3569.0,
012-S,735.0,
290-32,685.0,
0070A,1620.0,
72-5B,790.0,
319-17,320.0,
30-19,538.0,
0006H,3145.0,
790-35,604.0,
166-4,1719.0,
11-18,759.0,
137-26,720.0,
076-6,1382.0,
11G-8,589.0,
1999-1,405.0,
B-48-3,780.0,
382-8,1125.0,
0F-15,0.0,
201-2,0.0,
7-161,1266.0,
000B2,790.0,
07D-6,1205.0,
592-2,624.0,
PM307,802.0,
0F604,1837.0,
121-5,620.0,
95-12,605.0,
031-H,882.0,
PS-75,0.0,
00202,103890.0,
70-11A,265.0,
020-3,4898.0,
01-12,530.0,
004-H,5556.0,
0000D,578.0,
00405,1010.0,
0G-44,0.0,
049-8,1461.0,
0009A,11324.0,
016-6,2904.0,
1-302,342.0,
B-28-4,780.0,
00399,0.0,
077-3,1832.0,
155-5,720.0,
11-13,738.0,
B-22-3,780.0,
0016C,3913.0,
15-28,340.0,
PS 19,0.0,
02M-6,1182.0,
47-10,553.0,
02J-8,871.0,
238-2,1662.0,
W-27-5,775.0,
009-O,1656.0,
54-10,515.0,
0B-10,5819.0,
00633,786.0,
A-501,2985.0,
W-36-5,775.0,
074-8,491.0,
037-3,1850.0,
165-1,1981.0,
0030H,2445.0,
145-41,390.0,
52-23,384.0,
H-402,1495.0,
010-F,5265.0,
C-109,0.0,
001-P,884.0,
62-63,444.0,
05-19,530.0,
14-49,1040.0,
0007S,1028.0,
0005N,2860.0,
28-11,1167.0,
00304,1016.0,
W-28-2,575.0,
079-5,701.0,
425-5,982.0,
00091,4725.0,
042-5,807.0,
0007H,2575.0,
36-42,550.0,
00816,3023.0,
B-24-4,780.0,
I-102,1992.0,
000R1,3800.0,
67-B2,360.0,
PS-185,0.0,
364-15,350.0,
00I-9,1050.0,
74-42,425.0,
21E-8,1119.0,
005-D,8876.0,
00811,980.0,
238-7,582.0,
01120,2130.0,
007-7,2276.0,
310-4,1229.0,
1949-5,620.0,
590-3,624.0,
0A-47,0.0,
65-10,721.0,
130-2,1188.0,
1572-B,1060.0,
199-4,1549.0,
00U-6,0.0,
247-32,559.0,
245-E,1659.0,
PENTHOUSE 2,1270.0,
11P-6,542.0,
0B-53,2292.0,
953-3,1037.0,
00257,0.0,
0B-01,0.0,
W-41-3,775.0,
W-15-5,775.0,
62-42,838.0,
0G-65,0.0,
A-205,1613.0,
225-22,730.0,
7-160,1266.0,
014-9,1519.0,
B-34-1,780.0,
0F-36,0.0,
5B/5F,1268.0,
0012A,25436.0,
24-14,1198.0,
352-4,580.0,
027-8,770.0,
0011H,879.0,
17C-8,1147.0,
0F-21,0.0,
24A(1),1542.0,
45-B2,360.0,
02-12,856.0,
1633-6,545.0,
COMM. UNIT,,
033-4,1280.0,
088-4,706.0,
25-204,727.0,
32-12,1095.0,
0R-3G,1038.0,
039-F,1634.0,
00199,1883.0,
21-40,1289.0,
36-24,890.0,
00114,13245.0,
12B-6,536.0,
1263-8,968.0,
037-7,660.0,
14-52,1048.0,
00A-A,859.0,
178-1,2827.0,
233-7,733.0,
225-32,730.0,
1734-8,769.0,
0006G,8919.0,
800-18,740.0,
21A-8,833.0,
35-20,508.0,
56-20,590.0,
PS-14,0.0,
PS-32,0.0,
22-66,1559.0,
B-30-1,625.0,
027-G,1803.0,
27-3CD,977.0,
993-3,674.0,
T-102,872.0,
00811,4224.0,
014-D,6796.0,
66-14,606.0,
0IV-7,1050.0,
000A5,3955.0,
W-34-6,775.0,
0128C,872.0,
141-C,387.0,
225-43,730.0,
3W COR,894.0,
142-7,646.0,
PS-208,0.0,
PS-13,0.0,
00560,430.0,
00557,1030.0,
0NM25,1219.0,
00307,829.0,
0004G,8630.0,
11-1A,625.0,
063-3,2810.0,
2001-3,390.0,
B-42-1,420.0,
053-5,1722.0,
66-56,609.0,
794-4,1268.0,
002-K,1541.0,
991-1,1091.0,
09-14,1053.0,
00V-4,1380.0,
0073D,726.0,
00055,620.0,
023-D,1825.0,
0303E,1674.0,
2-503,1017.0,
057-D,640.0,
608-3,700.0,
031-1,9038.0,
111-2,1291.0,
242-9,960.0,
00T-1,1630.0,
012-3,8101.0,
036-C,1217.0,
04G-8,589.0,
957-4,2550.0,
0032B,7188.0,
7-102,392.0,
08-10,2123.0,
200-15,0.0,
00618,7261.0,
04B/C,1282.0,
144-33,488.0,
0120B,868.0,
00I-8,1380.0,
00612,17883.0,
00142,1706.0,
114-15,342.0,
608-1,570.0,
0040E,854.0,
C-202,2751.0,
000PB,0.0,
03B-8,833.0,
10K-8,1147.0,
58-10,675.0,
0F-35,0.0,
00A-4,11556.0,
00804,1019.0,
232-2A,2688.0,
PS-88,0.0,
0A-17,752.0,
2003-5,540.0,
206-2C,2707.0,
336-10,465.0,
070-6,470.0,
38-12,559.0,
06G-8,589.0,
21-1C,619.0,
00G-C,1667.0,
427-4,763.0,
026-S,765.0,
0532A,0.0,
36-47,495.0,
809-1,1135.0,
009-N,4349.0,
00N42,0.0,
227-1,1143.0,
101-2,630.0,
088-3,1569.0,
334-9,730.0,
162-1,1054.0,
483-33,335.0,
2W COR,582.0,
114-19,342.0,
C1-402,1046.0,
144-26,684.0,
16C-6,742.0,
800-36,655.0,
159-1,735.0,
PS-87,0.0,
354-6 PS13,660.0,
0R-5B,1186.0,
PS-49,0.0,
280-10,940.0,
352-1A,586.0,
06K-8,1147.0,
236-3,840.0,
004-P,1800.0,
05G-8,589.0,
228-1C,2942.0,
141-38,555.0,
026-2,9865.0,
1-491,851.0,
72-10B,675.0,
08C-8,1147.0,
00219,14415.0,
1677-8,540.0,
66-33,602.0,
066-4,1505.0,
74-22,425.0,
124-A,1191.0,
0N-82,0.0,
011-6,6905.0,
063-1,2553.0,
12-99,1266.0,
D-319,1171.0,
T-204,883.0,
48-33,384.0,
H-302,1485.0,
70-53,595.0,
D-213,1107.0,
2001-5,747.0,
382-3,1125.0,
141-21,765.0,
007-6,4188.0,
107-S,0.0,
02K-6,542.0,
118-23,389.0,
09E-8,1119.0,
00201,108357.0,
03K-8,1147.0,
249-41,763.0,
0G-87,0.0,
27R-2,605.0,
05E-8,1119.0,
1758-2,673.0,
439-40,1092.0,
227-2,505.0,
1681-4,547.0,
174-3,1646.0,
B-601,3322.0,
62-64,632.0,
241-F,1539.0,
07G-8,589.0,
993-4,1109.0,
00040,34851.0,
0G-86,0.0,
991-2,1150.0,
C2-106,1045.0,
050-6,1616.0,
69-22,345.0,
4 PS6,666.0,
229-3,965.0,
02-31,535.0,
00C1A,0.0,
1880-5,520.0,
042-1,4463.0,
PT 104,5700.0,
075-3,726.0,
1255-2,921.0,
038-E,863.0,
43-12,667.0,
0205W,2415.0,
16B-8,833.0,
00R-5,545.0,
0B-2A,935.0,
80A-3,580.0,
312-4,682.0,
1177-5,800.0,
TH-08,2304.0,
014-N,3925.0,
038-7,568.0,
FRONT,1800.0,
058-9,340.0,
0B-4B,931.0,
1177-3,700.0,
E-404,1320.0,
1754-4,638.0,
06H-8,1413.0,
354-14,660.0,
58-G3,590.0,
137-3,2427.0,
00208,53047.0,
021-L,605.0,
247-51,527.0,
PS-133,0.0,
0F311,1220.0,
30-32,647.0,
00238,824.0,
0049C,730.0,
122-7,393.0,
I-101,3207.0,
00100,6282.0,
05-15,385.0,
00R-1,1134.0,
131-29,328.0,
4-303,471.0,
1259-4,968.0,
2001-4,773.0,
16H-8,1413.0,
079-1,701.0,
W-41-2,775.0,
D-520,1209.0,
57F-4,647.0,
03F-8,806.0,
14A-6,802.0,
48-32,801.0,
026-A,2877.0,
017-2,6749.0,
B-10-1,780.0,
00067,3960.0,
0061B,1123.0,
483-57,480.0,
153-8,725.0,
00602,708.0,
00047,27269.0,
72-11B,790.0,
0044B,771.0,
B-18-6,780.0,
154-4,1061.0,
72-12B,890.0,
00064,425.0,
B-38-3,780.0,
B-42-2,780.0,
818-1F,913.0,
103-S,0.0,
00650,1000.0,
00253,1341.0,
1657-4,1400.0,
PH230,2432.0,
005OC,730.0,
0613A,1535.0,
181-2,1052.0,
00216,17638.0,
22-10,275.0,
070-7,560.0,
162-4,1061.0,
05K-6,542.0,
120-11,1286.0,
12-14,1270.0,
61-B2,470.0,
10-14,738.0,
W-22-1,775.0,
30-20,642.0,
57F-2,606.0,
800-9,730.0,
800-10,780.0,
24-21,360.0,
207-4,825.0,
32-05,548.0,
058-8,590.0,
002-T,591.0,
122-3,393.0,
0I-17,1050.0,
034-B,1642.0,
05-30,1080.0,
00144,470.0,
0R-4H,1028.0,
W-34-1,775.0,
0135B,733.0,
00068,795.0,
01115,2159.0,
D-302,4602.0,
52-22,826.0,
032-F,1635.0,
W-33-6,575.0,
959-4,1195.0,
W-30-3,775.0,
007-U,740.0,
A-201,3915.0,
805-1,602.0,
198-4,1436.0,
PS-202,0.0,
1726-5,764.0,
0A-45,0.0,
01201,16784.0,
02F-8,806.0,
0G-53,0.0,
7-301,668.0,
4 PS4,490.0,
0071D,898.0,
0R-1E,624.0,
076-2,2275.0,
011-L,2203.0,
0F-20,0.0,
114-2,1020.0,
078-8,2265.0,
0F-24,0.0,
249-5,640.0,
00003,526.0,
049-3,1282.0,
06-36,920.0,
069-1,3417.0,
171-9,1243.0,
796-4,922.0,
074-6,579.0,
62-11,691.0,
39-71B,512.0,
01503,3939.0,
0004W,1290.0,
025-1,8954.0,
10P-6,542.0,
PS-20,0.0,
6-103,1077.0,
00V-8,1380.0,
4-203,469.0,
32-07,558.0,
25-301,791.0,
378-1,930.0,
0F-25,0.0,
1259-7,968.0,
W-29-5,775.0,
0010C,7510.0,
01616,1737.0,
0005R,3817.0,
0PH17,2249.0,
0095E,746.0,
17-83,1535.0,
00507,40913.0,
319-A,0.0,
74-52,425.0,
247-53,322.0,
W-23-5,575.0,
006-L,2835.0,
0R-2C,1043.0,
00108,35710.0,
01205,6936.0,
1742-A,690.0,
08-16,2149.0,
W-36-1,775.0,
02K-8,1147.0,
159-2,737.0,
00A-9,2440.0,
0030C,5445.0,
B-66-4,780.0,
0023G,2468.0,
1157-8,830.0,
00714,8822.0,
0116G,566.0,
0012E,3845.0,
155-6,600.0,
0289B,1622.0,
0IV-6,1380.0,
080-7,1137.0,
046-2,4480.0,
036-2,5572.0,
PS-58,0.0,
0UN 7,1417.0,
PS-62,0.0,
09B-8,833.0,
15-26,390.0,
024-H,1482.0,
276-44,690.0,
30-21,346.0,
0G-91,0.0,
060-2,2197.0,
24-125,1535.0,
3.5-09,1386.0,
023-F,2395.0,
00702,708.0,
0005P,730.0,
8-401,682.0,
55C-4,1062.0,
16N-6,1205.0,
019-7,872.0,
52-21,740.0,
001/3,929.0,
8-301,532.0,
211-4,1556.0,
000D3,1377.0,
0009D,6642.0,
007-E,6077.0,
B-206,1665.0,
241-E,1536.0,
073-5,869.0,
E-201,1450.0,
01501,5336.0,
1251-5,968.0,
00817,3183.0,
035-F,1636.0,
7-156,1266.0,
953-1,1091.0,
COM-3,0.0,
437-11,607.0,
026-B,3086.0,
1576-9,310.0,
0016H,881.0,
0055C,730.0,
0CH-3,815.0,
00318,15473.0,
3-305,509.0,
8-136,1282.0,
1-203,1007.0,
#789-2,571.0,
198-11,380.0,
35-19,536.0,
24J-8,871.0,
319-11,485.0,
PM204,937.0,
W-40-3,770.0,
00B-B,2433.0,
0019G,2472.0,
001-G,1155.0,
483-11,985.0,
022-G,1977.0,
382-2,950.0,
462-B,664.0,
00228,4563.0,
11-24,680.0,
0009H,882.0,
129-2,2659.0,
52-45,884.0,
168-1,1395.0,
W-46-5,775.0,
01007,5433.0,
32-20,548.0,
0028E,4128.0,
803-1,620.0,
11-16,2187.0,
378-4,1125.0,
25-106,799.0,
089-6,660.0,
01218,1672.0,
14J-8,871.0,
168-3,1548.0,
00612,984.0,
208-2,842.0,
74-33,595.0,
W-25-6,775.0,
125-27,546.0,
120-3,2112.0,
74-43,595.0,
034-H,884.0,
2001-7,628.0,
0017C,8632.0,
17-3R,356.0,
0540B,0.0,
T-408,883.0,
0F306,1286.0,
69-24,530.0,
1637-4,516.0,
010-S,735.0,
7-402,664.0,
000II,2574.0,
0157C,1101.0,
120-9,1290.0,
076-8,1382.0,
246-2,755.0,
787-3,1290.0,
00411,980.0,
11-28,340.0,
00017,110167.0,
W-19-6,575.0,
0305W,2415.0,
00N40,0.0,
20-71,1266.0,
18-18A,406.0,
0F405,729.0,
11H-8,1413.0,
00841,839.0,
178-14,610.0,
J-801,2908.0,
0003T,720.0,
065-9,616.0,
151-1,808.0,
00515,14234.0,
131-17,362.0,
0110A,4690.0,
B-22-5,780.0,
005-M,2979.0,
6-504,333.0,
0033G,2464.0,
09A-6,802.0,
150-4,1050.0,
C2-206,1045.0,
00009,2345.0,
03D-8,871.0,
206-1A,2617.0,
1177-2,1213.0,
B-36-5,780.0,
0NM49,1261.0,
C-124,0.0,
17-4C,610.0,
74-26,980.0,
790-18,740.0,
VII-5,1380.0,
0I-13,1050.0,
0A-66,1804.0,
00220,16231.0,
99-11,740.0,
15-14,1302.0,
70-34,595.0,
006-J,3594.0,
818-1B,415.0,
062-3,786.0,
0023F,2517.0,
4-204,342.0,
33-53,870.0,
054-3,1185.0,
T-302,872.0,
48-26,652.0,
1673-3,520.0,
034-7,430.0,
590-1,684.0,
021-U,740.0,
12-15,1278.0,
009-E,6271.0,
228-2B,2717.0,
150-3,1055.0,
111-5,740.0,
009-K,2141.0,
0A-76,1804.0,
1258-5,614.0,
096-5,2089.0,
0000B,996.0,
249-8,850.0,
12-10,1320.0,
0110F,4368.0,
00N24,0.0,
5-505,511.0,
1-503,1009.0,
00434,1067.0,
002FL,1772.0,
16K-8,1147.0,
W-20-2,775.0,
091-4,435.0,
382-B,600.0,
2001-6,400.0,
5-301,730.0,
211-33,730.0,
PH 1A,2229.0,
040-2,5392.0,
0E-11,845.0,
027-E,1975.0,
190-2,3255.0,
00906,7800.0,
142-3,692.0,
1633-2,670.0,
33-54,806.0,
30-29,529.0,
012-U,740.0,
027-R,735.0,
W-20-1,775.0,
27T-4,756.0,
00909,3936.0,
000#2,4867.0,
21-3R,356.0,
00604,39948.0,
0018G,6051.0,
483-77,480.0,
0006M,483.0,
155-14,760.0,
0026D,4381.0,
0014D,2662.0,
00R/C,0.0,
27T-2,756.0,
00908,706.0,
069-9,1256.0,
00037,31367.0,
0033E,4106.0,
00410,706.0,
0120A,819.0,
00623,5262.0,
0128E,815.0,
0N-67,0.0,
005-R,6719.0,
00819,2750.0,
0002M,3094.0,
140-18,646.0,
08-24,873.0,
153-3,2799.0,
210-2,1359.0,
790-33,730.0,
0F102,811.0,
015-O,1417.0,
NR-1B,0.0,
74-31,995.0,
122-5,392.0,
241-C,1482.0,
17-2C,603.0,
1669-4,521.0,
00082,795.0,
03N-6,1205.0,
449-9,1270.0,
229-10,754.0,
B-76-6,780.0,
198-16,456.0,
1762-2,729.0,
B-76-1,780.0,
024-U,740.0,
076-5,877.0,
247-03,322.0,
3 PS3,416.0,
00500,5234.0,
596-6,624.0,
0I-16,1380.0,
1255-5,968.0,
185-17,351.0,
24-117,1607.0,
017-J,2396.0,
016-F,7940.0,
0PH02,5396.0,
00R-2,1225.0,
0421B,0.0,
023-6,1005.0,
067-3,1841.0,
00303,719.0,
W-27-4,775.0,
65-22,751.0,
C-305,1778.0,
141-B,400.0,
65-23,616.0,
57-10,620.0,
00F-2,845.0,
029-7,680.0,
